vol	page	chapters	suspects	examples
v1	417	24	11	xxvn Oecolampadius Haccohen Haccohen Wallenstein Ratisbon Norlingen England
v1	447	26	11	DT NS jxm DTia heroes CPKSp laTQol ov
v1	514	30	11	rosiaS tf fliegen fliehen bg fliegen fliehen fluchtigen
v1	521	30	11	bleiche Mondlicht Glutlicht Maimonides ipse mihi visus pulchrior
v1	561	34	11	ns Bostra Auranitis Raumer Busaireh Petraea rra Thibet
v1	567	34	11	tles spinis Virgil spinis surgit acutis SSBa sn
v1	61	4,introduction	11	nss Hn Bs rt tnt Ungewitter Halle Schmid
v2	25	40,later-introduction	11	sitteth Melek pf ipr ijh ofbestiolae minuta animantia
v2	33	41,later-introduction	11	expositio violenta quae nihil sani praefert enallao Ins
v2	61	42	11	usa vir bellicosissimus evigilans zelo vir militaris peritus
v2	66	42	11	dbira br anc' donatus JLwwuo venundatus Rosenm redemtus
v2	89	44	11	Mai xvx rr Haggai Malachi bles nstn pris
v2	101	44	11	keinem Falle passend sectatur cinerem pasci aliqua metaph
v2	117	45	11	Sebaim Sabeans Saueans beispielsweise rrn iino pt'yiGroi avdQconwv
v2	176	49	11	rna ttifia Jiia animo tfssa arr I'a abhorreth
v1	72	5,introduction	11	Hendew Umbr I'lias ttfan ns htE fita nobiles
v2	209	50	11	wallceth whoso walltcth Rosenm ller whoso nssi iitix
v2	236	52	11	ttba bttSa tohave vVfiStt VrH sibb'in'j hoivfy jEschylus
v2	298	55	11	denomi euer Ermuhetes euer Erspartes vielmehr hort Kx
v2	483	66	11	consoJaticns TfcS pt omnimoda iw bns itt fcs
v1	8	1	10	veritatis loc rn turris custodiae' Tingstad Comm rniis
v1	196	10	10	zra pinguia rnn ip reeino ardebit ardebit ardendo
v1	208	10	10	Rosenm ller zs QX nst QK ost nrvbnn
v1	223	11	10	stB'n bi ntst iian Tian nts nisp iit
v1	225	11	10	Hrn hordei stipulam bubus gratissimam plures gentium foeno
v1	238	12	10	iJfS JTW rn rn rn ftx njrn rrjiTi
v1	244	13	10	KtBa rs oQavtg oQapa Ifj fia visio Christologie
v1	247	13	10	Armenia Musculus Rosenm ller ip Xenophon Croesus Cyropedia
v1	267	14	10	WBCS lyrt Tls ri iria ins eliget Mibi
v1	301	15	10	Rosenm ller usu ja Arnon Areopolis Rhabmathmom Rabbath
v1	336	17	10	ja jixttS fugiat QQ pfa rem volubilem im
v1	343	18	10	fifi rniK I'aa ncun knives misn ms tnn
v1	377	21	10	iafi lai'a ijjia ii'tti tnn mappik sc sc
v1	388	22	10	commonlyexplained ntik gayety Kennicott Tingstad pbbn fleeing MUpa
v1	397	22	10	fta fias Spx IM nVjVj nbaVo IM ina
v1	436	25	10	ia ns Rosenm ller insidiis buscades pr inixn
v1	438	26	10	ig Heil geben Mauern mici mni Vn xal
v1	442	26	10	bi ynnx Ferse vestigia iofeet ninupa obs souVs
v1	444	26	10	tm itm ifm j'nmi itm nxip Tm iunni
v1	464	27	10	meantime wn wh ITI contend nxDXS nxo rta
v1	488	28	10	ploughman ploughman rmr ir mrri niiiis Waizen Reihen
v1	495	29	10	Bn ft levibus ventis volucrique simillima somno spes
v1	512	30	10	ttp Verschmitztheit Querwege bsb nson Waldstrom bsi ys
v1	532	31	10	tt DTK' tflix ft fcia fortitudo transibit fugit
v1	637	38	10	seeii ovou vae PP cs Vm Hn ibn
v2	35	41,later-introduction	10	ao'p Nt pn usus loquendi co xsin Croesus
v2	41	41,later-introduction	10	fiQti oiltree box nx praestantissima tf'ha WSJ BCJ
v2	54	42	10	ihc xn consolida JTVKXXX spj crp ji's pluralis
v2	113	45	10	iin ajhn rx Ctf Ecc MB intosfi Ecc
v2	147	47	10	Tfnss chethibh oP o'j'o rov OVQKVOV augures coeli
v2	148	47	10	cto px nbns SBH esnb nbra csnb nrn
v2	160	48	10	quam meditationem hoc urgeo neque refello nnea taregmas
v2	171	49	10	Pindar's Eupolis jMoVot TOOV QUIOQ xt'vTQov xaTtlfine TDK
v2	309	55	10	Virgil ipsi laetitia monies psss im' iajsee pp
v2	331	57	10	contend caligine obvolvitur Rosenm ller respirationes ventulum faciam
v2	344	58	10	TK Unterjochung Persius infamis rideto digitum porrigito intende
v2	382	60	10	innB VTI Rosenm ller exercilus copia Rosenm ller
v2	428	63	10	ze Wtfsnn ntf oi deine grosse herzliche Barmherzigkeit
v2	439	64	10	fc rjft Ttojsri tw nss issjmn aia sitti
v2	457	65	10	Shicksal schicke Verh'dngniss verhdnge Bestimmung bestimme S'nn ftM
v1	101	7	10	Elath ib Remaliah bs becausethe bbj sfcaj notexcepted
v1	112	7	10	Pliischke ribxia VOV EIS nVxia nbsalj nbsttJ jjttS
v1	137	8	10	hisgname tmmanuelj Makershalal Raubebald Eilebeute Schnellraub Tertullian CEcolampadius
v1	149	8	10	iss ft snaa pertransibit Schroeder fta tijps Sj
v1	157	9	10	paid ogether aaia Jezreel Zebulon ag iiab baO
v1	173	9	10	mit vollem pleine nxt iy stt bx bs
v1	5	1	9	percutiemini Euripides Ovid vix habet nobis hbnb abiit
v1	185	10	9	Rosenm ller inba nbn sns TW ftf nn
v1	202	10	9	Brentius iftsa Hagg tpDV pergat fortfahren aufhoren bx
v1	235	11	9	nnn nnnLev S'nnn Rosenm ller Suez HeroopoKtanut Elaniticus
v1	276	14	9	ludibria loquentur CEcolampadius einander reden vociferabuntur uraa bs
v1	383	21	9	asb Bauer Rosemmjller ixttj ttj tvirnj rn tne
v1	409	23	9	traffickers BSa coronatam Corsica nxan nxt dese bpn
v1	434	25	9	hjj Rosenm ller Karenodi ftdvaros nxo aV nxo
v1	435	25	9	likeminded ttito nns nraiB Madmenahj jai Iceri laa
v1	443	26	9	rn IITKS pafove embold ened rrinb zu erfiabenen
v1	448	26	9	bi nl VGTSQOV TiQOTeQov nprn iisp terrae ja
v1	513	30	9	sherd aliquis franget comminuetur rn xb rvirs Sherd
v1	519	30	9	finssa rosn cntn Rosenm ller Virgil fruges cultu
v1	563	34	9	ei dT ov diu Virgil Volney Seetzen Burckhardt
v1	592	36	9	Joah majordomo Joah GrandMonarque tHBX SHBK Ti'iaK Isay
v2	12	40,later-introduction	9	fcetas fV ovaa rvhii Melek pirw br pre
v2	21	40	9	bx Deumfortem tthn srfn argcnteae aurifabri Ys rj
v2	32	41,later-introduction	9	BBttSa inj nnn fyxam'Sea tthn xcog Wr Wc
v2	51	42	9	wn accipiet personam efferet Ein dabit operam audiatur
v2	60	42	9	xn efferat desertum oppida pagos habitetur Kedarena rns
v2	145	47	9	nsn nnia nescis ortum ifitiJ inttj inta Wfi
v2	193	49	9	ms co fc sn jxn Rosenm ller rrn
v2	225	51	9	uisx rw IEJO i's rvrrrn nnd Hdlle zu
v2	251	52	9	thoitgh ty rnida ncs linx'TO ins Comm Rosenm
v2	288	54	9	wiH rvu px rrij bsna sjnto bequemer passender
v2	289	54	9	dwdidaxTot Antiochus Epipbanes Tj Rosenm ller Virgil's florentes
v2	310	55,56	9	ff bequem angenehm pre co lyting EQ ia
v2	321	57	9	nsis Rosenm ller nVis onena nstw Mjit Gousset
v2	322	57	9	srri Persius Livy txa paid bn torrentibus Libanus
v2	325	57	9	ct Lares fina rrcn psra nsrrn rnrrin VsuJn
v2	332	57	9	teaa ssa scortatio exor bitant gingen Narrandi nullus
v2	340	58	9	ns ranEivbv crives hang ns ss Ahab des
v2	353	59	9	i'Bs rnsit rnit nsb confotum fnwi schlange sb
v1	88	6	9	flics Abulwalid Lightfoot Jii Arg natur lly Origen
v2	398	61	9	superbietis nsxn'i Scheid remarkaable Macedonia Achaia JnE nn
v2	402	61	9	acquitted jsn rns ins rj rvpqttov ieQarevopevw vreqavy
v2	415	63	9	trtK jiD'abB njr Hagg contend Croesus Hyrcanus nsa
v2	474	66	9	nn nsj nbria sj tt pvypoavvov Horace px
v1	131	7	9	tfii fijft fl Boswell Dr Johnson Hebrides klingen
v1	175	9	9	jpt Kiiua fcODS oa istj Musculus Menochius thfffnrt
v1	198	10	8	II'K ofjlre itf vsb igne Qyog iix visvip
v1	219	11	8	srjrn JtEsn jvwae evGsfisias scientiae pietatis forti tude
v1	348	19	8	sn xtea vopoe Inl vofiov Sethos Psammetichus resemb
v1	361	19	8	rrni tvzz FPiii irjfi salvalorem principem srn Psammetichus
v1	364	19	8	Q'yixo tfnsx tn rx ns ins ins huldigen
v1	366	19	8	ia XTiJ baniu mbiB Graeco fl rj ies
v1	391	22	8	armour aafc rnirn isirt rvo piw ns Jaffa
v1	394	22	8	forgiven forgiven fto frin msiaj IB forgiven' forgiven
v1	403	23	8	mainland Tyriorum Palaetyrus Menander mainland mainland Rosenm ller
v1	406	23	8	nnb ihtti liK Melo inttS Rosenm ller JL
v1	431	25	8	sp fisn jr Zornhauch Schnauben tnt ip Macpherson's
v1	449	26	8	asnb Beschworung Hannah ppx ttjnb pova IOVO ttinb
v1	457	27	8	Orjf adog rns irna HS fleeing psn nttijD
v1	498	29	8	Weissagung Bt Schrift IDG iaaa prn rnsha wxa
v1	518	30	8	iwv nlavri jdvTwv flocffiC dextraveritis sinistraveritis xn jax
v1	530	31	8	rtin pknitudinc oj bs cn acs rvixast ifi
v1	542	33	8	cr Spain pptts Heuschrecken giert darnach etre magnifie
v1	546	33	8	scdratos firel exerlasting devouringJirel suo commorabitur ignis dcvorat
v1	559	34	8	niai Idumean ivie zum voraus Herods Idumean BBtBfcb
v1	599	37	8	Joah iltcsten Priestern Zedekiah Ahab Micaiah D'V'iJ pis
v1	604	37	8	Libnah Lachish Lachish Libnah Lachish Libnah Lachish Pelusium
v1	624	37	8	rnxrs Virgil Panduntur portae juvat Dorica desertosque videre
v1	625	37	8	Sn avraamrjpbt naBipi bx nbbb balista fia isx
v1	633	38	8	ond Petavius Salmasius EEttJa fcOSti fcsn rvibsa rnbsan
v2	27	40,later-introduction	8	Zwingle nba pas ttss ib petitio principii co
v2	55	42	8	feeep identical'with rn'ia covenantpeople Bundesvolk Mittelsvolk counsellor cs
v2	133	46,47	8	ighteousness downfal Cowper xm Cowper Pizarro downfal downfal
v2	149	47	8	Tt negociators trafficking pedlers gipsy TjT bs tt
v1	80	5	8	Joash Amaziah nrn nt mutilum succisum rriD viarum
v1	81	5	8	ft Umbr vovg Ptopaiovg dia rovrcav i'i Hieroz
v2	205	50	8	vellere barbam Horace Persius Tirshatha contended buf rviaVs
v2	232	52	8	auf auf Macht prisongarments tpoi KBB Antiochus Epiphanes
v2	233	52	8	rvati n'lJ wp sinnsnn nnann Rosenm ller Tnus
v2	239	52	8	nsn MQaioi QK iiw decorus iteaa svog Vtsaa
v2	245	52	8	ji'Tsn Sl Xtt Schuster etwas Zeitraubcndes Judaismus historico
v2	308	55	8	jn rn nnbtt IIBX rbv jna rr sirj
v2	315	56	8	alterna tions Rosenm ller commendabilis hac aetate ecclesiae
v2	319	57	8	sti Tertullian nulla probabilem mjeans denn denn BB
v2	328	57	8	nj Zwingle Thenius Tj ss Sf bsrj rni
v2	338	58	8	aiss morti fying yno Qiovg subjectos fiis Naboth
v2	357	59	8	atea pito whoso nss WB bVa wurde selteii
v2	390	60	8	istji yvldaucw ttb il pp WBO soa ixarn
v2	411	62	8	asjn Jn Rosenm ller dieselben Worte eadem legimus
v2	435	64	8	rrij Rosenm ller Cp aquae effervescunt igne itini
v2	444	65	8	ttJ tti tyevtj qv Moshe Haccohen pffenbar np
v2	447	65	8	Rosenm ller sed redeamus vatis explicando versamnr trt
v2	461	65	8	iitfx Rosenm ller negligentius ittjx KX yixn fTpt
v2	485	66	8	it'rj rr ri isx sr Zorncsgluth ttjrt ttitt
v1	174	9	8	Comm fiss paax fyepcov pfyav pixoov incurvantem refraenantem
v1	178	9	8	fc'nain int tsrso sxa iVorr iirx Rosenm ller
v1	7	1	7	sicut vastitate hostili a'pt nasna nt c'nt
v1	217	10	7	counsellors p'nxa Rosenm ller nx Vna oso
v1	239	12	7	Jcnoivn nrm hs rvixa rsTia stpa ns'nia
v1	329	17	7	bx sp isp sj sKs TT Erntezeit
v1	345	19	7	Psammetichus Sethos Onias Leontopolis Diodorus Manetho Psammetichus
v1	350	19	7	lixia SB Angstland iis ns nsts Pp
v1	379	21	7	assriders pib ttS Xenophon Xenophon slg dvo
v1	380	21	7	allnight sHs sS rvnK aprefatory roareih rrj'iK
v1	401	22	7	hang XXXS msss nrssand desio maax SD
v1	423	24	7	xa rs Rem Rosenm ller Rosenm ller
v1	477	28	7	tixis fc MNS fcs tellement que plein
v1	502	29	7	isn ws oia isipia sx bx iirT
v1	506	30	7	agravation Tjbib snoifoare svv ag fundendum fusile
v1	531	31	7	m'B nis sn ri xb ittJ oj
v1	534	32	7	izrs Hs rttSp fistii srti nsai atfl
v1	536	32	7	nsflj bs ivomeii maJce ttjta nphn ft
v1	594	36	7	ifthou ansrn bs Joah Aramean Aramean intelli
v1	597	36	7	jS ja bx isaizjn Tiandl Sipphara Ivvah
v1	610	37	7	xrr Bahr aip ygvnsg shechinah ipse bs
v1	623	37	7	ofitsdf rrso trrnu urno avTo avtoyvrj bisx
v1	627	37	7	Cicero's Catiline's abiit excessit evasit erupit Cilicia
v1	630	38	7	Ahab JL Moslirn isx xsx bx ttx
v2	1	40	7	sp fcific popuh ht ins cxa dicet
v2	7	40	7	rrn unpoetical IDS esn crn vayyeliG tv
v2	40	41,later-introduction	7	pE'n m'sB threshingwain vielspitzig vielschneidig sectioncs anaerisis
v2	92	44	7	Witt riri wvn pn Jarch dMsre px
v2	118	45	7	Tp bx rns ns rr nn itfsa
v2	124	45	7	tjx njr xir ot ss ms ina
v2	128	46	7	potuerunt salvare portantem sto nrrwn Diodorus downfal
v2	131	46	7	oofs n'nnx tsn thejfar counsellor personae nss
v2	142	47	7	stt'i iriterpunction XE immediatelydependent nvsy Diodorus Siculus
v2	155	48	7	nirtfsn Ikneiv sb nujp ir nirj Gousset
v2	173	49	7	brino Rosenm ller asitib ib fr Tb
v2	177	49	7	ifcxb cijrhb ri freedmen Rosenm ller bna
v1	67	5,introduction	7	ns Hamburg Leipzig followedby Erlangen Erlangen Hierozoicon
v2	207	50	7	undertaken contend kt kt causemaster bsa contend
v2	229	51	7	ixfi Hirsch awrhor jjpieqs ov oQvya rns
v2	231	51	7	Tp niin rian Lactantius Sesostris Diodorus valour
v2	290	54	7	Rosenm ller fxso calumniam piB ntnna ptf
v2	301	55	7	Mai ft rns nta QI ag nyt
v2	314	56	7	rV fl sn itthi ri co Mai
v2	327	57	7	mightcst csi cb cbira quidem imao l'sa
v2	355	59	7	tentious arfcasTea irpr nnn itli Vitiinga's Croesus
v2	367	59	7	yi zb trtxsv uv icor befcr exampie
v2	370	60	7	is'contrasted Newman England pomtoi rnt Shechinah unbiassed
v2	386	60	7	ofage nnn nwato ste px rn cbis
v2	401	61	7	ftbw rv rV iia I'BIZJ biia trr
v2	429	63	7	Rosenm ller Rosenm ller pre Hitzio pre
v1	102	7	7	ftni Steudel Tiglathpileser nns Va Rosenm ller
v1	105	7	7	tection Remaliah Remaliah apoleon Nalways Buonaparte Remaliah's
v1	119	7	7	oth dudum deserta erit saw'to renewea Tsaiah
v1	122	7	7	ciently Calovius iite'ibis TTQIV yvtivai Shearjashub Immanuelrthe
v1	124	7	7	waJj Mai izna as'f Joash blosses Drohwort
v1	141	8	7	qbn ias acsi dixisset terra nihitominus erit
v1	142	8	7	nsn ssn seyd ihr Volker isn TBtn
v1	59	introduction	7	Michlal Jophi Melech Abendana Zwingli Oecolainpadius Fagius
v1	2	1	6	rttn ptn potiori denominatio ggnffiaj gg
v1	6	1	6	paftcoi tumour ventum Eng thn bloxJujQia
v1	10	1,preface	6	ic advenitis appareatis conspectu fs manycases
v1	12	1	6	jSazzoAoy fi'W caedibus plenae Fabricius Theol
v1	13	1,preface	6	causa causa Vsa totfi rr rst's
v1	21	1	6	Res butm jbn ibsfe theTme versa
v1	230	11	6	ior merismus parallage elliptica HezeJciah Kbs
v1	236	11	6	intepretations nh munita rp SPSS Ktst
v1	237	12	6	piac iti siiaj sttjy stt xb
v1	248	13	6	Michlol Jophi co nacav irtv uxovftbtp
v1	265	13	6	wohes Dn fyeen Milton rnaabx niiais
v1	268	14	6	Stamme ibnanrj Constantius pre buWith TW
v1	271	14	6	Tia rvna rni rvna rn iftba
v1	299	14	6	xVa lotg ii'a oxb sxba ns
v1	314	16	6	cn fiWs nxs laran harbour Tiglath
v1	322	16	6	Kirhares lafv totus commovebor haoa ftao
v1	370	20	6	Maimonides Staudlin Suetonius pto Lightfoot rn
v1	371	20	6	MJi'a facie attJ ttjbia irbu Ashdod
v1	373	20	6	ns ttSw rnasfi Ashdod Ashdod Ashdod
v1	378	21	6	appals Xenophon nsst MQ rv Bx
v1	425	24	6	inft formido ipa bip ins Milton
v1	462	27	6	niaflj tfl xxvn Schnurrer takehold ftasi
v1	480	28	6	ftSW sb ittiit nnwa Kto fisjj
v1	493	29	6	moeror ac moestitia heroes zxv irmi
v1	500	29	6	oaSBfi ttfie seyd ihr verkehrtl bs
v1	545	33	6	hrix ishable rrn rrn com municated
v1	554	33	6	pn laxati adjeclive tx bVr ir
v1	608	37	6	Ivvah Ivvah Anammelech Musculus levah PX
v1	634	38	6	CMC rifiD Tnb nxwb aegrotasset convaluisset
v1	642	38	6	ivn fc dh nn isin IB
v2	43	41	6	nsniSJs nx pNia BS fis Melek
v2	44	41,later-introduction	6	nx Cyaxares pi'nst apostacy sixtysixth dieth
v2	67	42	6	m'jn nps salce ysn ip iB
v2	70	43	6	downfal Menochius nnx attah Rosenm ller
v2	93	44	6	illorum ipsi vident puncta extraordinaria ri
v2	135	47	6	nb ns rs filk Chasdim Rosen
v2	136	47	6	miiller Chasdim bs tnito Chasdim fcafc
v2	156	48	6	TW vaticinium eventum fn Jsb Imcw
v2	157	48	6	Iknew riaapi quando Egypto liberatus ventre
v1	65	5,introduction	6	kindied Esop's Heidelberg eventu Konigsberg candour
v2	201	50	6	Artaxerxes Longimanus irr fyQav faovrai pxa
v2	230	51	6	inx Michlal Jophi Antiochus Epiphanes I'B
v2	241	52	6	ftS nss nss nss praeteritum propheticum
v2	297	55	6	wohlan aufl heu xas omne sitiens
v2	312	56	6	csn ja Fremde Hensler's fc nb
v2	358	59	6	Rosenm ller desole ft ft amonothemselves
v2	360	59	6	habenda scopi singularum vocum nst rw
v1	90	6	6	Qsn niax superliminaria cardinum voce clamante
v2	385	60	6	bef adorabunf vestigia tuoruni pta ttStipj
v2	388	60	6	QtiJ Jifertn ylv occupabit fiib fiabb
v2	406	62	6	Suetonius's athletae Rosenm ller Brentius diadtm
v2	414	63	6	Croesus overthrown Sardis pisn fiin nrs
v2	427	63	6	m'Enfi straucheln anstossen Frana isnan Hagg
v2	433	63	6	fcbisa tabtea Rosenm ller xib fc
v1	134	7	6	xn rx Kiaft FX Rosenm ller
v1	139	8	6	Remaliah Steudel exa toitoa Remaliah pp
v1	36	introduction	6	pra ctical candour Stat ratiom voluntas
v1	62	introduction	6	Jsai Dr London Poesi Hebraeorura Gottingen
v2	20	later-introduction	6	totidem verbis Xenophon Pasargada Neriglassar Sardis
v1	216	10	5	Hii soa rnse nxQ nx
v1	315	16	5	tr Stfta n'ns sxfa xn
v1	356	19	5	ofJudah xsn rra'nx ins mincj
v1	432	25	5	nasn osn nss Bauer TPS
v1	437	25	5	imsa iBn ixao amutt Tpnfch
v1	465	27	5	Ashtoreth IBS' ns iasfiaa afflic
v1	492	29	5	bx heroes nj rt xxvin
v1	45	3	5	nbizJaa adinventiones conata downfal Zedekiah
v1	535	32	5	bss hfes bss Taugenichts Windbeutel
v1	537	32	5	sb XOTTTGO plango i'isb bsi
v1	553	33	5	cipa Memphis c'lj Qto propelled
v1	574	34	5	nunquam restituetur respublica Judaeorum terra
v1	575	35	5	xn xin nstn sb nnm
v1	578	35	5	vestras Menochius Gurtlerus vGoi EIQ
v1	591	36	5	Lachish Lachish Lachish Lachish Lachish
v1	609	37	5	Ludolf DIIBD literae Thibet imms
v1	620	37	5	pimsb TJPSI Vtrr shouldt'st p'mnV
v1	621	37	5	ns rr iia riaita t'ley
v1	622	37	5	psffi nxft JXTB ia buffaloes
v1	639	38	5	Ty ttj ia pres ent
v2	2	40	5	ss natti pr terita prophetica
v2	28	40,later-introduction	5	epicu rean pp esta blishing
v2	29	40	5	ov ntivuGti inscru fortiori inb
v2	72	43	5	tlwu sn thysclj Meroe IBS
v2	75	43	5	arxin educ xrin npa ln
v2	100	44	5	ots frr irt ja sbn
v2	104	44	5	hP httx avrov trtis madmen
v2	115	45	5	tTreQ' WECJ ibxiy xiiS rwst
v2	139	47	5	saidst ft rras segholate nMlbizJ
v2	146	47	5	Diodorus Siculus tny Rosenm ller
v2	152	48	5	onlysafe pre fivesixths downfal fiWpa
v2	166	48	5	nisa rvira ovde vvv ajrofocrai
v2	174	49	5	rvirn rj T'sa Antioch Pisidia
v2	189	49	5	Rosenm ller OtheTTgive stj sfca
v2	194	49	5	thry Hindostan TrafSayooyoV rfcSTa ns'iK
v2	196	49	5	oai p'ls Urabreit c'a ttJ
v1	74	5,introduction	5	tc prese tth D'isj Galatia
v1	77	5	5	JiKiaia EC nigrum Candida vertunt
v1	78	5	5	fallax sapientiae hardi heroes heroes
v2	208	50	5	wie ein Gewand verzehrt anexdvcdftwoi
v2	279	54	5	wornaii ris nsQ rraa'raj nbws
v2	293	54	5	uJx regimine armourer ninizSa bao
v2	294	54	5	co spu wn jus of'Jehovah's
v2	300	55	5	rvna rns fcs rns oai
v2	311	56	5	remem brancer xz rxi pp
v2	317	56	5	Icnow nsn tesa inat omnes
v2	329	57	5	IBsi iax vox sni ftbinri
v2	335	57	5	purchas vpaTa ayQia vatjg Ovid
v2	349	59	5	Hanc veniam petimusque damusque vicissim
v2	391	60	5	ipse subito faciam semijudaei Procopius
v2	396	61	5	vv feian fvia fej majores
v2	397	61	5	ploughmen vinedressers laymen Procopius vinedressers
v2	403	61	5	ttmas rrssp rrr germinat germinabit
v2	408	62	5	srt iTjstx Tertullian Deo grata
v2	410	62	5	xas ibpo jasTa br bx
v2	436	64	5	rijjM praeterite rviaix Rosenm ller
v2	446	65	5	nisa ttiaa rvi Rosenm ller
v2	452	65	5	ittsxs irx ttSrrn grapejuice tt
v2	454	65	5	ofAchor Jericho Joppa Cesarea guaranteeing
v2	473	66	5	oitn tanv Ijaiyinr TXT ciiing
v2	478	66	5	ternpJe jixcj liu versebefore Antiochus
v2	491	66	5	Mxa ystf obK nss rixa
v2	495	66	5	counes Thevenot rinsa wz rmao
v1	138	8	5	xia srjrp Rosenm ller Tiglath
v1	154	9	5	Mai rst MaVs msba jba
v2	14	later-introduction	5	Sweden Spain downfal pre downfal
v2	9	later-preface	5	Cyro jesaianischen Weissagungen Leipzig Dr
v1	327	17	4	Rabbah Chrysorroas Arnon ns
v1	328	17	4	isn xia itts quidem
v1	29	2	4	Hn Kn Hn Hk
v1	374	20	4	fortiori hs mainland Nt
v1	421	24	4	itbx oax fibnx nbsx
v1	481	28	4	SD ibitis faj aaJM
v1	485	28	4	CEIE shouTCrfill ns rumour
v1	490	28	4	ttj'isp cnb IB uns
v1	529	31	4	Thebes Diodorus Thebes Memphis
v1	557	34	4	praeteritum prophcticum olentcs agros
v1	588	36	4	xvm xxxn historiogra phers
v1	595	36	4	bs nbiu bx pis
v1	600	37	4	fvix oveidifffjiov nsxa Verwerfung
v1	606	37	4	naia iven hyperbolical fiB'nnnb
v1	616	37	4	bs rr rbira nx
v1	631	38	4	urbs qor ijsri eventu
v1	638	38	4	Tto Schleiermacher Fte'nw offaiishing
v2	38	41,later-introduction	4	werenot seelc OSN foreknew
v2	52	42	4	uiclc clamour rx clamour
v2	65	42	4	the'last videndo intuemini intuemini
v2	68	42	4	tcrgo zuruckwarts MS rnin
v2	69	42	4	I'BX excanu'cscentid excandescentid iram
v2	76	43	4	Rosenm ller ipw fcjo
v2	83	43	4	ranj olah zebahi lebonah
v2	129	46	4	jn ISE these'relations Florus
v2	158	48	4	BK pwtQO vpos longanimis
v2	191	49	4	clamour clamour Vv sj
v2	206	50	4	stedfastly TTQOGWTZOV avrov lariJQi
v2	217	51	4	Rosenm ller sich erbarmen
v2	220	51	4	KXJ nsi downfal Croesus
v2	226	51	4	MS'S nnu nnu Tia
v2	227	51	4	siH rviaai Rosenm ller
v2	243	52	4	armourbearers fixri ia rxaa
v2	280	54	4	cia pfi ttJ hisatiji
v2	281	54	4	finpa pluralis majestaticus ri
v2	284	54	4	wie Wassern rttix itfx
v2	305	55	4	der der Missethat ttiarw
v2	318	56	4	revellers rra crastinus biia
v2	320	57	4	tfl inba incedit reguicscat
v2	326	57	4	ns ttSsos dcsperatum nbn
v1	91	6	4	quia tacui xarcmVt Tflaii
v2	400	61	4	Rosenm ller tjjsbn conferred
v2	405	62	4	justum tuurn inclytum tuum
v2	413	62	4	Derushah Ir neezabah ploughmen
v2	423	63	4	repreted seni ft rjtl
v2	442	64	4	ianp rnn Antiochus Epiphanes
v2	455	65	4	aftxi Zeltner ia Menij
v2	481	66	4	nx btrn mln rfcn
v1	107	7	4	ttS wp frfi Remaliah's
v1	113	7	4	Chrysostom nixbrr Ms le
v1	128	7	4	Assyrian's'and ri ajinoying mosquitoes
v1	140	8	4	nsrt Arrian Adtivgiav iTbs
v1	146	8	4	inp nsis nst xb
v1	28	introduction	4	Nabonassar twentyeight Jehoiada Joash
v2	23	later-introduction	4	nauseam petitesse versa Comm
v1	3	1	3	fiV iiraBii fy
v1	9	1,preface	3	rrni'ti ac quirements
v1	19	1	3	msfcJ tf reducentur
v1	300	15	3	Tirhaka Tiglath Esarhaddon
v1	355	19	3	Siissjia rs Onias
v1	375	21	3	ariaa facto vrtiv
v1	376	21	3	Abydenus Cpbn Jaa
v1	385	21	3	jsoJs heroes nttJp
v1	390	22	3	mst aiffl iBn
v1	392	22	3	tothe rtjj nbh
v1	399	22	3	Azariah pm datt
v1	419	24	3	psfn aut aut
v1	426	24	3	ris fca Niebuhr
v1	441	26	3	nsiKaa aaiaa ftDbiBtt
v1	463	27	3	siatfja biniz Kb
v1	497	29	3	cas ethe cntri
v1	503	29	3	iinp heiligen mb
v1	533	32	3	fc itt nio
v1	538	32	3	mss trirstt ob
v1	539	32	3	hageln verhagelt Chardin
v1	540	33	3	Antiochus Epiphanes Ferdinand
v1	590	36	3	oi ol Lachish
v1	598	36	3	Joah confer Joah
v1	614	37	3	izifn ihern Sennache
v1	644	38	3	im signl volumi
v1	648	39	3	Hezc Jciah ah's
v1	649	39	3	nnsax Ahijah Zedekiah
v2	3	40	3	ycovt poavroe ntion
v2	57	42	3	II'K rvis cs
v2	90	44	3	FT nsa Procopius
v2	99	44	3	psnofv ofC Wjp
v2	109	45	3	delumbo dumbis Xenophon
v2	110	45	3	analo gous Abydenus
v2	111	45	3	Croesus Brerewood's fcnpK
v2	121	45	3	WFI Ob fleeing
v2	138	47	3	Chasdim Xenophon ijrt
v2	161	48	3	Gobryas Gadates Cyropaedia
v2	164	48	3	tibi consulere goest
v2	167	48	3	Chasdim fnx Ti'S
v2	169	48	3	thqTge nuine confers
v2	185	49	3	WSQ ins SIHSB
v2	186	49	3	IB jaa oa
v1	82	5	3	dormitat multo dormit
v2	228	51	3	rszp bi Ob
v2	246	52	3	sizr avvfoei intelliget
v2	316	56	3	imma terial fiYn
v2	348	58	3	iornn rn rvina
v2	368	59	3	JXoah rvns neverfailing
v1	86	6	3	facie facto nanx
v2	371	60	3	toTjttin tbepast meantime
v2	372	60	3	pirnn Chardin latere
v2	387	60	3	ia rvrj srfejab
v2	440	64	3	ftns finx ifora
v2	465	65	3	ipt rrrp ald
v2	482	66	3	undertaken nefl betne
v2	496	66	3	taJce Rosenm ller
v1	133	7	3	tjlbxa Johannisberg Burckhardt
